-0.056286,-0.008285,0.064118
-0.056286,-0.008309,0.064118
-0.056286,-0.008285,0.064118
-0.056286,-0.008285,0.064118
-0.056286,-0.008309,0.064117
-0.056286,-0.008334,0.064118
-0.056286,-0.008309,0.064118
-0.056286,-0.008334,0.064118
-0.056286,-0.008285,0.064118
-0.056286,-0.008309,0.064117
-0.056286,-0.008285,0.064118
-0.056314,-0.008283,0.064079
-0.056286,-0.008285,0.064118
-0.056286,-0.008285,0.064118
-0.056286,-0.008309,0.064118
-0.056286,-0.008285,0.064118
-0.056314,-0.008283,0.064079
-0.056286,-0.008334,0.064118
-0.056286,-0.008309,0.064118
-0.056286,-0.008285,0.064118
-0.056286,-0.008285,0.064118
-0.056287,-0.008261,0.064117
-0.056286,-0.008285,0.064118
-0.056286,-0.008285,0.064118
-0.056286,-0.008309,0.064118
-0.056286,-0.008334,0.064118
-0.056286,-0.008309,0.064118
-0.056286,-0.008309,0.064118
-0.056286,-0.008309,0.064118
-0.056286,-0.008309,0.064118
-0.056286,-0.008309,0.064118
-0.056286,-0.008334,0.064118
-0.056286,-0.008285,0.064118
-0.056286,-0.008309,0.064118
-0.056286,-0.008334,0.064118
-0.056314,-0.008259,0.064078
-0.056286,-0.008285,0.064116
-0.056320,-0.008312,0.064156
-0.056314,-0.008283,0.064079
-0.056287,-0.008261,0.064117
-0.056286,-0.008309,0.064117
-0.056286,-0.008309,0.064117
-0.056286,-0.008309,0.064117
-0.056286,-0.008309,0.064118
-0.056286,-0.008309,0.064118
-0.056286,-0.008285,0.064118
-0.056286,-0.008285,0.064118
-0.056286,-0.008334,0.064118
-0.056286,-0.008334,0.064118
-0.056286,-0.008309,0.064117
-0.056286,-0.008285,0.064118
-0.056286,-0.008334,0.064118
-0.056286,-0.008309,0.064118
-0.056286,-0.008309,0.064118
-0.056286,-0.008309,0.064118
-0.056286,-0.008334,0.064118
-0.056286,-0.008309,0.064117
-0.056314,-0.008258,0.064080
-0.056286,-0.008285,0.064118
-0.056286,-0.008309,0.064117
-0.056286,-0.008309,0.064118
-0.056286,-0.008334,0.064118
-0.056286,-0.008309,0.064118
-0.056286,-0.008309,0.064118
-0.056286,-0.008309,0.064118
-0.056314,-0.008258,0.064080
-0.056286,-0.008309,0.064118
-0.056286,-0.008309,0.064118
-0.056286,-0.008309,0.064118
-0.056286,-0.008309,0.064118
-0.056286,-0.008334,0.064118
-0.056286,-0.008309,0.064118
-0.056286,-0.008285,0.064116
-0.056286,-0.008309,0.064118
-0.056286,-0.008309,0.064118
