-0.039176,0.005751,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005751,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005751,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005751,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005751,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005751,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005751,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005751,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005751,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005751,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005751,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005725,0.047878
-0.039176,0.005751,0.047878
-0.039176,0.005725,0.047878
